mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mel_1,mel_2,mel_3,mel_4,mel_5,mel_6,mel_7,mel_8,mel_9,mel_10,mel_11,mel_12,mel_13,mel_14,mel_15,mel_16,mel_17,mel_18,mel_19,mel_20,mel_21,mel_22,mel_23,mel_24,mel_25,mel_26,mel_27,mel_28,mel_29,mel_30,mel_31,mel_32,mel_33,mel_34,mel_35,mel_36,mel_37,mel_38,mel_39,mel_40,mel_41,mel_42,mel_43,mel_44,mel_45,mel_46,mel_47,mel_48,mel_49,mel_50,mel_51,mel_52,mel_53,mel_54,mel_55,mel_56,mel_57,mel_58,mel_59,mel_60,mel_61,mel_62,mel_63,mel_64,mel_65,mel_66,mel_67,mel_68,mel_69,mel_70,mel_71,mel_72,mel_73,mel_74,mel_75,mel_76,mel_77,mel_78,mel_79,mel_80,mel_81,mel_82,mel_83,mel_84,mel_85,mel_86,mel_87,mel_88,mel_89,mel_90,mel_91,mel_92,mel_93,mel_94,mel_95,mel_96,mel_97,mel_98,mel_99,mel_100,mel_101,mel_102,mel_103,mel_104,mel_105,mel_106,mel_107,mel_108,mel_109,mel_110,mel_111,mel_112,mel_113,mel_114,mel_115,mel_116,mel_117,mel_118,mel_119,mel_120,mel_121,mel_122,mel_123,mel_124,mel_125,mel_126,mel_127,mel_128,label
-193.0834,65.24173,-9.183273,15.880974,-26.70906,-27.261982,-15.136138,-11.045086,-11.976553,-21.582071,-7.677626,-14.117739,3.6203036,-62.33613,-51.09473,-50.24735,-50.436954,-42.19486,-39.284916,-31.952082,-27.148111,-28.050463,-31.263138,-32.019604,-31.085106,-30.9974,-29.42979,-27.140404,-26.983,-27.430483,-27.245218,-26.598232,-29.388918,-29.56469,-27.451807,-27.469198,-29.598913,-32.54062,-32.66108,-33.86873,-33.976624,-33.53392,-32.262516,-32.99709,-34.590828,-35.71294,-34.40644,-35.13901,-35.811703,-35.35359,-35.11017,-36.78914,-39.571735,-41.33061,-40.20014,-38.3497,-37.45282,-37.786613,-39.77259,-43.07828,-44.398895,-43.080254,-39.873993,-39.005093,-41.628952,-44.630623,-46.626984,-47.806683,-48.18294,-47.40905,-48.845524,-48.78663,-45.692497,-43.341633,-42.69141,-42.98414,-43.198288,-41.323746,-38.21475,-37.227028,-38.19473,-39.887993,-40.60069,-43.054363,-42.69716,-40.452564,-39.99806,-41.38342,-42.440273,-41.734882,-40.76643,-40.253944,-39.436707,-40.736458,-41.036163,-39.565556,-40.275684,-41.734787,-41.105446,-41.22726,-39.773304,-40.601875,-42.368523,-43.17403,-44.26633,-45.188473,-46.327286,-45.97839,-46.567337,-47.78163,-47.778866,-47.74816,-45.702793,-45.25513,-45.712536,-44.351933,-45.40961,-46.71531,-46.614494,-48.47847,-47.35402,-47.65167,-47.136932,-47.503384,-50.07394,-53.609146,-57.410286,-59.25852,-58.03158,-57.02679,-58.461113,-59.037357,-56.06255,-53.57739,-51.70941,-50.172993,-49.568886,-49.066124,-49.0986,-50.06752,-59.773895,0
-168.26817,73.94086,-93.36881,16.266062,-23.401207,-4.8263693,-17.256788,-15.308037,-16.40198,5.2704763,-8.453392,-3.501843,-4.3439193,-51.899853,-52.167385,-50.53766,-47.276848,-45.11529,-48.699013,-49.541687,-44.621788,-36.15888,-36.240726,-41.038986,-40.00535,-37.228676,-35.76506,-35.663807,-36.431667,-33.8988,-29.631788,-29.26112,-29.905708,-31.603193,-31.614426,-31.26554,-31.978712,-34.079918,-35.957035,-36.17193,-34.95561,-34.21297,-34.546894,-33.701626,-30.781239,-29.883038,-32.19692,-35.31719,-35.199043,-34.360115,-34.015038,-34.78174,-35.884407,-32.952118,-32.045113,-33.077812,-33.182964,-31.542965,-31.058855,-32.50064,-31.83157,-31.299877,-31.217587,-30.581753,-28.129173,-28.259533,-28.712284,-26.880615,-26.210514,-27.76004,-26.26367,-26.750587,-28.606607,-29.626799,-28.537855,-29.922504,-30.292336,-30.921066,-32.106895,-32.68469,-32.686726,-33.849304,-32.701435,-33.56912,-33.123516,-32.983704,-33.439346,-33.12776,-33.167793,-33.255684,-33.882156,-33.618134,-33.610023,-32.483685,-32.989586,-33.177452,-34.38298,-35.25244,-34.633896,-34.28053,-34.09446,-34.757957,-36.22011,-38.71462,-39.627632,-40.232113,-40.851124,-43.068413,-43.19464,-44.719597,-46.781647,-47.063866,-47.193325,-47.062546,-46.196083,-47.044823,-47.946392,-50.42246,-53.730995,-53.697933,-54.30965,-52.862965,-53.276035,-54.106144,-54.739147,-54.781704,-56.311844,-57.610317,-58.69732,-59.651062,-61.09156,-61.47599,-61.461933,-61.51269,-61.98466,-62.61071,-64.20939,-66.14509,-68.896675,-72.094894,-75.94325,0
-232.46666,62.476482,11.517841,46.151287,15.854271,10.75668,10.92049,8.858302,7.858744,4.387088,3.69986,12.146489,-0.92090946,-14.776562,-21.03338,-18.464027,-19.09421,-24.3194,-32.31049,-29.922522,-27.226099,-28.66505,-31.936657,-33.927696,-36.894894,-38.891327,-38.7943,-37.392097,-37.113827,-36.862087,-36.469105,-36.82899,-37.428627,-39.10825,-41.644577,-41.639034,-41.361576,-41.65806,-42.42874,-43.704178,-43.50356,-42.579933,-44.340443,-45.349937,-45.227463,-45.11157,-45.424812,-46.129787,-46.122253,-44.28467,-44.36148,-46.231197,-47.125877,-46.7552,-43.752174,-43.61197,-47.364147,-46.70598,-46.43527,-46.381557,-46.98403,-46.902504,-46.207016,-46.095764,-46.475426,-46.208214,-45.56993,-47.05867,-46.760654,-47.97198,-47.23258,-46.89468,-45.509766,-43.71604,-44.11276,-44.97504,-44.83942,-45.500603,-44.746918,-44.811535,-45.482265,-43.60636,-42.81479,-41.46008,-42.252274,-43.490585,-43.030922,-43.793015,-43.8241,-42.618244,-42.765945,-43.294712,-43.057583,-43.601593,-44.721462,-44.814373,-45.360672,-45.4167,-45.511093,-45.463196,-44.574142,-45.39784,-45.392025,-45.334362,-46.276886,-47.25417,-46.143333,-43.637886,-44.244125,-47.278866,-47.127216,-47.21267,-46.59249,-47.675842,-47.146183,-47.649303,-50.192898,-51.62824,-52.26079,-53.213223,-55.53469,-53.85014,-54.969376,-56.230732,-51.508293,-54.221176,-54.968372,-52.85793,-52.359943,-50.43162,-49.861588,-50.864975,-50.74373,-52.64703,-54.02715,-53.94719,-51.071194,-53.885914,-54.959194,-56.71874,-68.79378,0
-244.22478,108.124245,16.093662,26.675161,5.690108,10.938724,-0.2626703,-1.9624699,-2.166927,7.255182,-4.5632777,3.0696886,-10.827232,-34.314445,-38.412197,-35.930748,-28.127125,-25.672615,-31.460382,-33.68276,-33.802166,-35.237778,-35.434696,-35.84776,-35.687275,-35.240223,-35.50213,-38.050865,-40.029156,-40.729507,-39.44096,-38.913578,-39.439224,-40.178707,-41.637585,-43.847656,-44.716236,-43.74669,-43.98883,-44.71019,-46.117245,-47.832096,-46.87634,-45.498455,-45.81981,-46.73437,-46.847282,-46.712704,-48.417645,-50.61295,-51.07949,-50.38245,-49.400803,-50.253086,-51.429955,-52.80126,-52.290066,-51.818844,-51.542645,-51.759163,-51.569714,-51.025528,-51.056473,-50.97512,-50.644184,-51.031544,-51.088383,-51.371468,-52.038002,-52.234673,-52.009182,-52.626766,-53.0903,-52.03506,-52.00088,-52.43487,-53.67014,-54.793026,-55.108265,-55.84432,-56.907887,-57.632046,-58.527374,-59.105534,-58.354446,-57.85346,-58.194916,-57.04591,-56.47446,-56.1383,-56.631577,-56.65895,-55.91962,-57.122784,-57.139267,-57.7189,-57.368614,-58.40228,-59.22886,-59.678127,-60.45018,-59.788055,-59.199726,-58.05571,-58.32964,-59.049282,-59.44745,-60.1103,-59.942917,-59.65193,-59.577187,-59.49121,-59.86962,-59.48749,-59.79403,-61.129074,-63.751534,-65.7393,-66.64073,-66.47081,-66.19198,-65.84625,-65.81929,-65.967804,-65.92635,-64.93454,-63.641495,-63.701366,-63.70703,-63.961388,-63.201473,-62.346333,-62.388233,-62.706333,-63.755238,-64.34601,-66.00156,-67.87771,-72.827194,-78.776375,-79.85248,0
-209.48706,107.115166,-25.66243,17.704643,-40.468422,-16.777933,-29.10988,-22.580273,4.060553,-26.061996,-2.9292076,-19.570423,8.231249,-67.58926,-53.424873,-52.48754,-57.84306,-48.717922,-45.525177,-36.291363,-29.23596,-27.142176,-28.473917,-32.410446,-37.133713,-39.821148,-36.803017,-29.86087,-26.480022,-26.40596,-28.792948,-29.599337,-29.203863,-29.293383,-29.63416,-29.84146,-29.878773,-31.039272,-31.01212,-32.591408,-33.87505,-32.847168,-30.359367,-31.100368,-34.831635,-36.85763,-38.218052,-39.93203,-40.966824,-41.271614,-40.345806,-39.583965,-38.122787,-38.751423,-40.32524,-41.335922,-42.686966,-42.9716,-44.18673,-45.05615,-46.3751,-46.6027,-48.21944,-47.649094,-46.69791,-47.63919,-48.791195,-49.243507,-48.069782,-46.13079,-44.969276,-44.313583,-46.174118,-47.004295,-44.942516,-42.952797,-43.539318,-45.881325,-45.501987,-44.60088,-43.015255,-42.14809,-45.605064,-48.504574,-47.81329,-45.97617,-46.161095,-48.952816,-52.091652,-53.52661,-53.4744,-55.033745,-56.375633,-54.088467,-48.495716,-47.0381,-48.020752,-46.212452,-43.998894,-46.649036,-49.919724,-49.360428,-50.29611,-53.128086,-52.35062,-54.356064,-53.914593,-51.49568,-51.21262,-49.320538,-49.315933,-49.287525,-47.09612,-47.54959,-49.101326,-50.70321,-52.237362,-51.908222,-55.066185,-55.895077,-57.74397,-58.089325,-60.887905,-61.794544,-65.09669,-69.75818,-72.794,-74.21725,-74.73388,-73.9803,-73.006584,-73.23792,-72.85067,-72.43308,-70.26908,-67.14018,-64.17155,-62.79971,-60.747196,-61.907505,-69.93647,0
-113.12495,73.17351,-9.595949,30.662249,5.9568167,-3.4855144,2.7044559,1.469297,-12.089159,15.229023,3.1739788,2.767262,3.5985622,-21.37489,-20.691914,-20.345833,-24.705315,-19.501408,-22.32096,-30.031647,-32.113323,-28.114357,-26.19694,-27.827038,-29.069466,-28.504631,-28.43969,-27.448177,-29.586138,-27.472162,-24.529295,-24.615616,-26.689098,-29.55423,-30.54186,-27.244255,-25.319132,-27.47592,-31.686647,-33.398212,-31.762308,-29.346146,-30.658089,-33.978596,-36.373394,-35.56374,-34.539944,-34.51398,-34.846977,-36.50542,-36.709476,-36.38053,-35.94468,-34.759018,-34.58194,-34.6899,-35.851757,-36.778454,-35.38028,-34.497242,-34.755726,-35.084904,-35.62856,-35.82535,-35.809616,-35.971363,-35.040844,-33.637005,-34.182274,-33.007397,-32.973984,-34.375248,-34.233288,-34.159218,-34.11044,-35.175957,-35.53743,-37.183956,-38.362083,-37.545723,-37.53798,-37.200928,-37.32833,-37.634705,-37.30753,-36.248215,-35.51932,-35.315704,-34.57303,-33.892136,-32.045902,-31.181007,-29.845634,-30.304014,-32.035072,-31.496536,-31.974876,-34.984882,-36.339016,-36.27791,-37.489464,-37.980644,-38.201263,-39.14663,-40.216713,-41.869015,-42.22972,-43.184616,-43.184566,-43.496223,-44.53114,-44.59325,-44.263775,-44.793694,-45.361244,-46.01048,-46.590466,-46.370922,-45.95868,-46.06746,-46.037926,-46.130318,-45.65412,-45.919647,-44.59224,-43.325996,-42.764877,-43.831837,-45.37594,-46.06886,-47.36683,-47.995304,-48.158695,-48.961132,-49.050827,-49.202736,-49.266483,-48.927963,-48.978943,-51.54897,-62.258224,0
-228.36438,91.05055,-47.522564,67.30771,-34.462124,20.295563,-16.950327,-9.629421,12.248232,8.58267,-5.2850814,2.1733031,-0.7192048,-27.307358,-35.336853,-34.798534,-41.363007,-34.646214,-24.276777,-21.448408,-28.33877,-36.384438,-37.84271,-39.56366,-37.630672,-31.048555,-28.699055,-30.582281,-35.53745,-38.992317,-37.976307,-35.32878,-30.756727,-28.312761,-31.516628,-34.512444,-36.263165,-35.82227,-34.748127,-32.62567,-31.366852,-33.49833,-36.291767,-39.679974,-41.8638,-39.28919,-35.894047,-35.297436,-38.2571,-40.47272,-42.18949,-43.098434,-42.0607,-41.171738,-42.206074,-42.967136,-42.620415,-43.915718,-44.359726,-42.6107,-42.493404,-43.12223,-42.661785,-43.034615,-41.74168,-40.843124,-40.1432,-39.432575,-38.963234,-38.148037,-37.721664,-37.54117,-37.348175,-34.833,-34.822243,-35.01068,-37.41785,-37.180347,-37.148067,-38.855507,-38.964905,-38.39076,-38.746532,-42.11118,-43.479168,-43.449505,-43.595123,-43.46792,-42.29501,-42.66482,-42.490067,-41.930027,-40.769535,-40.603783,-39.700935,-37.76711,-36.739174,-36.38648,-36.90563,-37.908775,-36.344597,-36.0336,-36.176785,-37.22098,-35.709877,-36.473766,-36.32894,-36.562233,-37.08878,-38.761047,-36.824604,-37.738636,-39.310303,-41.5193,-42.53537,-45.070934,-45.97467,-45.573402,-48.27239,-51.77858,-54.0332,-56.34287,-59.988514,-60.891876,-61.241146,-62.834167,-62.850613,-63.246296,-63.245274,-64.01455,-64.69973,-65.478165,-66.87187,-68.826996,-71.005806,-73.25208,-75.09162,-77.14292,-78.443985,-79.47872,-79.48651,0
-190.37502,112.97141,-11.558231,26.10988,-22.874516,3.3441036,-42.365593,18.97481,-14.12414,3.2151184,6.7647743,0.9126746,-2.1657186,-27.421131,-32.210762,-42.806427,-43.559967,-36.044567,-39.135708,-43.886543,-45.018085,-36.544777,-31.12805,-33.33232,-38.029243,-39.563797,-33.753387,-32.704876,-31.801363,-31.005713,-31.65762,-28.790903,-28.273926,-29.873594,-30.989843,-33.902683,-33.337276,-31.393696,-33.168724,-34.303463,-35.18125,-35.5016,-34.044147,-36.722107,-38.72303,-39.76539,-39.80195,-38.996037,-40.403656,-42.52021,-40.78672,-41.635902,-43.9382,-46.976894,-47.603798,-47.18906,-46.863483,-46.67547,-46.95591,-45.538372,-46.655804,-46.8367,-47.371952,-48.949936,-48.230816,-47.530437,-48.76737,-48.51076,-47.035194,-46.586067,-46.44138,-45.93919,-46.091885,-46.466984,-43.89919,-45.08444,-48.393578,-48.22256,-48.554085,-48.84128,-47.69496,-47.735,-47.25405,-47.017124,-46.992134,-46.227394,-46.574947,-45.906185,-46.388176,-46.325703,-46.54569,-46.132015,-46.962593,-49.49198,-51.719776,-53.52217,-54.45682,-57.896545,-59.77809,-58.708233,-59.28057,-59.2151,-58.23515,-57.73611,-58.777584,-58.119186,-56.61696,-56.040565,-55.597893,-54.982956,-56.716045,-55.903748,-52.92607,-52.20351,-51.244778,-50.451405,-50.11231,-49.719868,-50.52515,-51.985535,-53.019016,-53.630238,-55.732662,-55.634678,-56.950016,-57.61774,-59.66344,-59.5395,-59.34215,-61.706894,-64.06446,-66.31774,-67.8149,-70.72946,-74.58384,-77.56104,-78.15824,-78.85536,-79.54711,-79.73278,-79.73508,0
-142.9376,114.03461,-12.292383,46.234722,-11.522706,19.122637,-27.055868,12.543291,-21.028353,13.246752,-11.379441,3.733326,-2.280114,-28.667858,-29.81261,-28.79431,-28.385395,-20.016657,-24.244022,-28.913666,-29.399498,-28.78699,-28.708815,-26.221745,-23.602612,-25.505987,-29.480923,-29.314775,-26.52706,-23.420551,-22.403776,-26.727713,-32.786133,-34.335827,-31.846273,-29.706709,-30.994297,-33.96864,-34.80028,-34.729664,-34.333603,-35.560566,-35.655903,-36.132072,-38.440933,-39.983597,-40.10086,-38.290943,-37.96112,-38.623997,-41.122337,-41.43243,-43.478844,-43.86036,-42.268845,-41.072685,-41.290436,-41.250263,-42.05976,-39.998337,-38.649265,-40.62961,-41.56494,-42.509075,-41.941273,-42.286285,-43.157856,-42.35373,-41.03862,-39.2101,-40.82682,-41.639515,-40.86889,-39.896534,-40.691532,-40.90255,-41.006702,-41.912796,-41.56332,-42.00371,-41.255703,-41.422195,-41.748783,-42.26572,-43.9851,-46.01693,-46.645733,-46.415115,-44.726254,-44.32952,-44.105473,-43.235332,-43.913544,-42.510895,-42.306217,-42.594578,-43.22427,-45.692047,-47.397873,-47.259384,-47.128094,-50.216877,-49.842964,-47.953285,-47.45864,-48.258503,-47.772068,-47.50608,-48.92753,-51.49618,-52.33567,-52.6215,-52.26552,-50.87502,-50.350746,-50.948406,-50.948914,-47.997765,-46.417473,-48.879593,-50.014206,-49.96001,-51.57851,-49.89489,-50.031998,-52.43267,-53.42602,-53.205914,-53.919876,-54.478516,-56.867023,-59.590195,-62.15742,-67.787895,-72.40934,-74.97291,-76.62533,-78.25645,-79.11428,-79.24722,-79.25034,0
-277.44647,87.84201,21.855242,13.809369,-48.533264,-20.726126,-26.472746,-20.973804,-7.8602576,-24.226662,-10.477894,-14.295815,0.92076063,-71.81642,-67.859634,-65.173676,-54.91179,-52.988743,-48.03965,-41.979465,-37.035973,-34.72371,-34.85774,-34.910946,-36.87856,-36.106075,-35.552273,-34.655926,-34.182182,-34.729668,-37.511627,-36.57076,-34.24318,-32.776783,-32.89994,-32.630573,-33.696625,-35.191254,-36.568466,-39.349365,-42.98353,-43.627697,-41.857906,-40.687325,-41.48185,-42.20995,-43.31603,-46.420864,-48.14524,-49.276657,-50.66424,-49.515003,-47.561806,-49.010555,-49.81736,-50.75559,-50.896152,-52.924576,-54.112408,-55.51197,-56.771397,-55.25405,-55.920815,-57.68599,-59.85094,-61.28728,-63.13683,-63.83914,-63.486317,-62.72139,-60.991516,-60.165424,-60.149063,-59.362213,-58.551247,-58.483498,-57.615738,-58.217575,-59.13978,-60.694805,-60.2435,-58.61797,-59.463707,-60.253735,-60.204872,-60.45415,-59.71371,-61.396072,-62.17958,-62.372826,-61.32618,-60.19757,-60.519615,-60.847008,-58.974747,-57.483734,-57.48612,-57.311108,-56.132984,-55.787155,-56.97268,-57.28409,-58.85503,-58.76622,-56.7999,-56.007313,-56.02501,-55.35551,-54.44158,-54.018715,-53.955074,-54.796608,-54.897358,-55.507072,-56.401154,-57.36152,-58.8511,-58.898495,-58.502296,-58.44317,-58.53481,-58.445488,-59.30365,-61.2077,-63.124756,-65.03313,-67.59404,-70.0714,-72.88377,-72.60024,-71.06839,-70.74743,-69.25716,-69.03049,-69.10873,-67.74219,-65.58271,-63.467434,-61.65513,-63.57595,-72.634,0
-280.93564,88.7938,-4.046643,5.5489306,-31.293947,-17.80459,-24.9483,-23.024906,-0.53604156,-12.283302,-4.908573,-8.994416,-1.60879,-74.48215,-65.098434,-63.716724,-62.686607,-55.391262,-55.478123,-47.78367,-40.610397,-41.06101,-42.53239,-44.20866,-47.30667,-47.475216,-50.147675,-43.714046,-38.840023,-39.462482,-42.33238,-41.230335,-42.22403,-42.557358,-40.530178,-39.1123,-38.608448,-39.05851,-42.208588,-45.16207,-46.549244,-46.09226,-43.165005,-43.31836,-42.436066,-43.56665,-48.88542,-52.222538,-54.82979,-55.026775,-54.703087,-54.00242,-51.565872,-51.720802,-53.777767,-54.480846,-55.906593,-56.372124,-56.595142,-55.720367,-54.04072,-54.79042,-60.788,-60.888683,-57.897957,-57.881126,-56.214508,-55.844494,-58.6188,-58.210243,-58.281513,-57.126675,-56.332184,-58.005577,-59.307053,-58.72652,-56.806023,-56.73639,-57.684643,-57.922638,-57.459663,-57.694065,-58.74036,-60.697517,-62.150036,-61.86885,-61.119946,-63.28926,-63.625206,-62.327213,-63.587063,-64.267296,-62.347076,-63.079098,-63.672245,-62.019733,-61.444763,-61.085026,-60.02825,-61.393864,-60.393307,-59.41763,-60.662426,-60.02037,-61.30605,-62.410915,-61.903835,-61.697105,-61.394955,-61.280006,-60.840023,-61.560078,-60.705536,-61.639694,-62.259968,-63.195568,-63.44462,-64.12327,-64.573685,-65.82465,-68.0127,-68.91591,-68.06239,-68.71172,-69.667404,-71.597046,-72.764496,-73.83176,-74.54965,-74.778915,-73.63595,-72.98225,-73.242325,-73.51779,-72.317955,-71.54557,-69.85193,-68.57697,-67.94073,-69.28456,-74.94899,0
-133.36739,91.0558,-5.7792077,15.613184,-6.387081,-14.383083,-29.65443,-15.565328,-18.0282,-13.336372,-15.47289,-4.1133265,-10.165931,-52.8495,-51.99072,-55.079033,-50.826202,-39.723732,-29.91251,-25.458288,-31.054066,-37.33691,-36.489586,-34.023777,-31.388187,-26.938221,-22.420229,-21.386795,-23.991636,-26.794851,-30.250378,-29.602139,-27.183142,-26.641325,-28.311556,-31.899752,-35.15355,-36.61869,-36.507343,-36.363213,-36.685234,-37.884666,-38.77116,-41.37988,-40.94592,-40.739517,-40.31329,-41.303196,-41.285465,-42.099834,-43.037735,-44.795063,-43.55289,-44.029457,-46.490887,-46.042683,-46.057507,-45.558376,-43.058464,-40.56296,-44.023937,-45.00935,-44.73406,-45.91681,-45.383034,-46.068928,-45.727573,-45.268578,-45.580803,-44.07518,-43.75317,-45.626274,-43.774303,-43.397717,-43.19774,-42.58026,-41.72133,-42.58533,-43.349712,-44.353687,-44.32714,-44.171158,-45.150253,-44.99873,-44.967472,-46.207012,-45.97596,-45.480747,-46.77513,-47.356735,-46.390835,-47.952675,-48.152664,-47.695324,-49.63123,-51.09981,-51.769802,-53.376007,-51.731483,-50.77282,-49.405872,-49.508556,-49.32081,-48.684757,-50.632076,-53.815006,-56.619827,-56.3275,-56.49263,-53.88005,-51.690212,-50.59505,-50.188526,-50.93187,-51.270733,-51.966248,-53.472103,-55.36815,-56.629524,-57.849262,-59.079235,-58.358963,-56.833492,-56.224804,-57.19564,-57.044674,-55.81034,-55.746124,-56.244774,-56.680527,-55.699535,-57.381195,-57.310158,-57.094036,-59.49537,-59.785748,-59.91072,-59.788868,-61.45665,-65.46128,-73.947525,0
-164.78545,65.09902,-37.702602,25.332655,-16.68856,0.29693592,-18.28507,-10.672387,2.363948,-3.7770908,-4.3172464,0.648777,2.554695,-25.468607,-44.16544,-45.730125,-42.129158,-36.815914,-36.657574,-41.01663,-41.26824,-39.637077,-35.08494,-32.672287,-33.810665,-34.93749,-34.178703,-31.27581,-30.790695,-30.666807,-31.95496,-32.186676,-32.380688,-30.74371,-29.424688,-30.314156,-32.900425,-34.854042,-33.529346,-31.814356,-32.471096,-33.53788,-36.49436,-37.810036,-38.06107,-37.95258,-37.677475,-37.551186,-38.27046,-38.580303,-37.669823,-36.333725,-35.709244,-36.28661,-36.467865,-37.65024,-37.88019,-37.931355,-38.493553,-39.21498,-39.891582,-39.143234,-39.037155,-40.829372,-40.18945,-38.183372,-38.558277,-38.670902,-35.457478,-34.813828,-35.660393,-35.14513,-34.216267,-33.94339,-33.31016,-32.519226,-33.62776,-34.80643,-34.95754,-35.08884,-36.866077,-36.539253,-38.555008,-38.961044,-39.61749,-40.779118,-40.515182,-38.979404,-37.844093,-37.063366,-38.250164,-39.067524,-40.228413,-39.33705,-38.851902,-38.991608,-39.267033,-40.537876,-41.465096,-43.23848,-42.015842,-40.959476,-39.947933,-39.322533,-39.03364,-39.244194,-39.18412,-39.546604,-38.71779,-40.437508,-42.151867,-42.02393,-42.51658,-43.128395,-43.736797,-44.33932,-45.349762,-44.68246,-44.660168,-47.36891,-48.84159,-49.80558,-51.811604,-53.557438,-54.51574,-55.71848,-56.41943,-56.33836,-56.132973,-54.484413,-55.015976,-54.67867,-54.097393,-53.8018,-55.194298,-56.376244,-56.887383,-57.078278,-58.391872,-61.651684,-70.69065,0
-153.99985,73.375275,5.129936,31.63119,-0.64105314,-3.4082947,-24.218237,-2.2330115,-10.893801,11.6531105,-15.263039,2.7272916,-1.1777945,-42.217426,-43.587982,-47.056263,-34.10686,-23.666027,-25.547493,-34.589256,-38.869194,-35.204655,-30.63773,-30.688522,-34.01436,-35.05543,-34.89046,-33.221397,-32.349842,-33.174175,-33.74604,-32.072906,-31.600922,-32.632866,-34.335503,-34.84394,-34.813488,-35.500317,-37.35788,-39.13417,-40.035942,-39.990368,-40.493935,-41.485847,-42.8402,-43.375343,-43.26632,-43.951637,-45.286575,-46.50179,-46.657818,-48.12067,-49.752525,-49.641094,-49.43749,-48.26667,-47.137146,-47.15505,-47.870174,-48.37207,-48.98993,-49.04858,-48.27147,-47.958817,-48.751602,-49.186256,-49.96024,-48.7785,-47.681244,-46.61543,-44.525677,-43.38125,-43.988083,-44.522156,-42.204308,-41.413914,-41.517147,-41.06312,-41.383923,-42.00102,-44.155594,-47.327724,-47.8001,-46.921894,-48.40809,-49.21332,-49.41417,-49.632107,-48.442127,-49.81372,-50.314987,-49.052956,-46.567165,-43.94453,-41.646183,-43.19232,-45.37021,-46.62406,-47.505806,-48.484207,-48.94981,-50.344658,-51.23614,-50.379963,-50.597298,-51.866146,-49.635284,-49.30199,-50.239616,-49.083153,-50.681664,-52.640053,-52.826977,-52.943268,-53.830498,-54.657757,-53.912563,-53.2019,-52.15425,-52.111984,-51.225647,-51.87655,-52.376183,-51.463608,-50.825592,-50.16665,-50.459984,-52.253235,-52.71785,-54.15974,-54.844368,-55.821568,-54.28836,-52.710606,-53.873615,-55.70738,-57.096836,-59.244854,-65.58454,-73.90152,-79.38027,0
-208.16045,87.038605,-29.60983,11.953489,-23.198082,-16.559252,-32.118355,-20.317333,2.743327,-21.715906,-14.169276,-11.132379,-1.7774382,-69.41001,-65.11708,-62.4881,-56.83571,-49.015728,-46.989475,-44.508125,-40.50847,-39.302197,-34.961655,-32.20276,-31.615839,-33.852074,-38.58082,-39.088505,-38.66589,-38.89312,-38.68495,-36.54837,-37.451878,-36.217617,-35.498623,-32.386936,-32.414173,-34.645622,-37.17821,-38.968845,-41.54962,-43.621906,-42.377945,-39.839214,-40.405647,-40.752647,-42.757088,-42.62792,-42.812702,-44.51716,-46.81576,-46.017754,-43.569523,-43.499027,-46.558403,-48.321293,-49.176212,-48.783424,-47.57531,-47.206882,-47.12276,-48.60508,-51.005264,-50.399628,-49.868515,-50.623585,-51.08429,-50.917645,-48.624683,-47.920067,-47.80351,-46.94194,-44.945244,-44.60989,-45.847652,-44.40114,-41.568794,-41.73954,-44.74395,-45.330105,-43.550713,-43.594322,-43.797287,-47.084026,-50.416965,-51.46639,-50.48324,-50.20884,-50.07185,-51.991913,-53.41027,-54.58156,-53.581455,-54.044895,-56.308167,-57.47623,-56.6777,-54.265385,-52.791424,-53.66807,-53.02852,-49.85936,-50.743343,-52.25339,-52.410366,-52.255447,-53.09733,-54.15593,-52.865864,-53.45442,-53.8985,-53.39363,-55.07659,-56.116547,-55.883186,-56.97751,-57.632427,-57.77519,-57.520832,-57.461452,-59.315826,-60.969414,-62.286366,-63.084614,-63.650425,-66.18734,-68.70249,-70.42138,-70.388275,-69.93877,-70.39577,-70.20421,-69.61352,-69.17487,-67.650055,-66.1705,-65.31237,-63.447716,-63.435925,-65.22964,-72.20509,0
